"","spp","year","site","mean","sd"
"479","EWB",2009,"Upland",1.22222222222222,1.39635983490305
"480","EWB",2010,"Lowland",1.10344827586207,1.51998185107132
"481","EWB",2010,"Midland",3.10204081632653,2.14325393151768
"482","EWB",2010,"Upland",2.16129032258065,2.31079746975726
"483","EWB",2011,"Lowland",0.333333333333333,0.516397779494322
"484","EWB",2011,"Midland",1.64,1.46855938479405
"485","EWB",2011,"Upland",2.10810810810811,1.67967893399939
"486","EWB",2012,"Lowland",1,1.39497166492583
"487","EWB",2012,"Midland",2.84210526315789,2.24843868699165
"488","EWB",2012,"Upland",2.02631578947368,1.93889098342688
"489","EWB",2013,"Lowland",0.818181818181818,0.981649817214043
"490","EWB",2013,"Midland",1.53846153846154,2.12561017674497
"491","EWB",2013,"Upland",1.64285714285714,1.64514239702632
"492","EWB",2014,"Lowland",1,1.54919333848297
"493","EWB",2014,"Midland",1.85714285714286,2.01038968030247
"494","EWB",2014,"Upland",1.70588235294118,1.72353944988042
"495","EWB",2015,"Lowland",0,0
"496","EWB",2015,"Midland",1.78571428571429,1.52812461375532
"497","EWB",2015,"Upland",2,1.75662013130736
"498","EWB",2016,"Lowland",0.454545454545455,1.03572548135463
"499","EWB",2016,"Midland",1.25,1.29379791446665
"500","EWB",2016,"Upland",1.64285714285714,0.744946343668492
"501","FTCUC",2000,"Lowland",0.2,0.421637021355784
"502","FTCUC",2000,"Midland",0.04,0.197948663722157
"503","FTCUC",2000,"Upland",0.0454545454545455,0.209895078684432
"504","FTCUC",2001,"Midland",0,0
"505","FTCUC",2001,"Upland",0.0192307692307692,0.138675049056307
"506","FTCUC",2002,"Lowland",NA,NA
"507","FTCUC",2002,"Midland",0.0909090909090909,0.301511344577764
"508","FTCUC",2002,"Upland",0,0
"509","FTCUC",2003,"Lowland",0,0
"510","FTCUC",2003,"Midland",0.0303030303030303,0.174077655955698
"511","FTCUC",2003,"Upland",0,0
"512","FTCUC",2004,"Lowland",0.0487804878048781,0.216734406754821
"513","FTCUC",2004,"Midland",0.0645161290322581,0.246666737547923
"514","FTCUC",2004,"Upland",0.125,0.732962511014848
"515","FTCUC",2005,"Lowland",0.0487804878048781,0.312347523777212
"516","FTCUC",2005,"Midland",0,0
"517","FTCUC",2005,"Upland",0.0181818181818182,0.134839972492648
"518","FTCUC",2006,"Lowland",0.0869565217391304,0.28810406552003
"519","FTCUC",2006,"Midland",0.0952380952380952,0.436435780471985
"520","FTCUC",2006,"Upland",0,0
"521","FTCUC",2007,"Lowland",0.102564102564103,0.307354740604728
"522","FTCUC",2007,"Midland",0.166666666666667,0.476393067340331
"523","FTCUC",2007,"Upland",0.06,0.239897937482095
"524","FTCUC",2008,"Lowland",0.0759493670886076,0.311001356198468
"525","FTCUC",2008,"Midland",0.180851063829787,0.5479731167852
"526","FTCUC",2008,"Upland",0.0879120879120879,0.321398044948477
"527","FTCUC",2009,"Lowland",0.142857142857143,0.429969707746757
"528","FTCUC",2009,"Midland",0.120689655172414,0.378250182077926
"529","FTCUC",2009,"Upland",0.142857142857143,0.434672396369839
"530","FTCUC",2010,"Lowland",0.103448275862069,0.309934046694603
"531","FTCUC",2010,"Midland",0.0408163265306122,0.199914947901746
"532","FTCUC",2010,"Upland",0,0
"533","FTCUC",2011,"Lowland",0.166666666666667,0.408248290463863
"534","FTCUC",2011,"Midland",0.2,0.577350269189626
"535","FTCUC",2011,"Upland",0.135135135135135,0.585100284004667
"536","FTCUC",2012,"Lowland",0.105263157894737,0.311011747775905
"537","FTCUC",2012,"Midland",0.131578947368421,0.414014794851125
"538","FTCUC",2012,"Upland",0.0789473684210526,0.31678206576917
"539","FTCUC",2013,"Lowland",0,0
"540","FTCUC",2013,"Midland",0.102564102564103,0.383534242955656
"541","FTCUC",2013,"Upland",0.0892857142857143,0.345189577125156
"542","FTCUC",2014,"Lowland",0,0
"543","FTCUC",2014,"Midland",0.183673469387755,0.486204234682432
"544","FTCUC",2014,"Upland",0.117647058823529,0.332105582077536
"545","FTCUC",2015,"Lowland",0,0
"546","FTCUC",2015,"Midland",0.0714285714285714,0.267261241912424
"547","FTCUC",2015,"Upland",0.0277777777777778,0.166666666666667
"548","FTCUC",2016,"Lowland",0,0
"549","FTCUC",2016,"Midland",0.0833333333333333,0.28232985128664
"550","FTCUC",2016,"Upland",0.0714285714285714,0.267261241912424
"551","FW",2000,"Lowland",0.3,0.483045891539648
"552","FW",2000,"Midland",0.84,1.07589545050073
"553","FW",2000,"Upland",1.3030303030303,1.3919515571776
"554","FW",2001,"Midland",0.875,1.26189987889207
"555","FW",2001,"Upland",0.942307692307692,1.37788501666698
"556","FW",2002,"Lowland",0,0
"557","FW",2002,"Midland",NA,NA
"558","FW",2002,"Upland",0.619047619047619,1.11696868694653
"559","FW",2003,"Lowland",0,0
"560","FW",2003,"Midland",0.696969696969697,1.04537219702029
"561","FW",2003,"Upland",0.8125,1.09064940701962
"562","FW",2004,"Lowland",0.0731707317073171,0.305524758241003
"563","FW",2004,"Midland",1.31451612903226,1.39899461858406
"564","FW",2004,"Upland",0.666666666666667,0.952786134680662
"565","FW",2005,"Lowland",0.195121951219512,0.459320813545497
"566","FW",2005,"Midland",1.30666666666667,1.19654156288518
"567","FW",2005,"Upland",1.90909090909091,2.27117792307189
"568","FW",2006,"Lowland",0.391304347826087,0.940943937793929
"569","FW",2006,"Midland",1.9047619047619,1.30018313728343
"570","FW",2006,"Upland",1.76,1.58850034099251
"571","FW",2007,"Lowland",0.256410256410256,0.63734435532172
"572","FW",2007,"Midland",1.52083333333333,1.22021245679444
"573","FW",2007,"Upland",1.2,1.29362644830535
"574","FW",2008,"Lowland",0.215189873417722,0.728026592849559
"575","FW",2008,"Midland",1.40425531914894,1.38594441180222
"576","FW",2008,"Upland",1.50549450549451,1.66915565064514
"577","FW",2009,"Lowland",0.0857142857142857,0.284028640998691
"578","FW",2009,"Midland",1.39655172413793,1.2274585807485
"579","FW",2009,"Upland",0.968253968253968,1.29475684562721
"580","FW",2010,"Lowland",0.241379310344828,0.510963544533624
"581","FW",2010,"Midland",1.6734693877551,1.53280455241964
"582","FW",2010,"Upland",1.51612903225806,1.52470691701576
"583","FW",2011,"Lowland",0.166666666666667,0.408248290463863
"584","FW",2011,"Midland",1.28,1.4
"585","FW",2011,"Upland",1.2972972972973,1.61356859277925
"586","FW",2012,"Lowland",0.0526315789473684,0.226294285921414
"587","FW",2012,"Midland",1.97368421052632,1.51544912806203
"588","FW",2012,"Upland",1.82894736842105,1.85751201266452
"589","FW",2013,"Lowland",0.272727272727273,0.467099366496914
"590","FW",2013,"Midland",0.974358974358974,1.13525280020701
"591","FW",2013,"Upland",1.03571428571429,1.37463100125466
"592","FW",2014,"Lowland",0.181818181818182,0.404519917477945
"593","FW",2014,"Midland",1.42857142857143,1.56790731018556
"594","FW",2014,"Upland",1.70588235294118,2.05440702765886
"595","FW",2015,"Lowland",0,0
"596","FW",2015,"Midland",1.07142857142857,0.828741930164745
"597","FW",2015,"Upland",1.05555555555556,1.26365556890531
"598","FW",2016,"Lowland",0,0
"599","FW",2016,"Midland",0.583333333333333,0.717281502356772
"600","FW",2016,"Upland",2.07142857142857,1.54243991102437
"601","GFAN",2000,"Lowland",0.3,0.674948557710553
"602","GFAN",2000,"Midland",1.28,1.24605499927752
"603","GFAN",2000,"Upland",1.84848484848485,1.55159891965005
"604","GFAN",2001,"Midland",1.91666666666667,1.4116492564332
"605","GFAN",2001,"Upland",1.40384615384615,0.975375551294653
"606","GFAN",2002,"Lowland",0.25,0.5
"607","GFAN",2002,"Midland",0.454545454545455,0.934198732993827
"608","GFAN",2002,"Upland",1.9047619047619,1.17918454470714
"609","GFAN",2003,"Lowland",0,0
"610","GFAN",2003,"Midland",1.24242424242424,0.936426152664448
"611","GFAN",2003,"Upland",1.25,0.983738753675929
"612","GFAN",2004,"Lowland",0.609756097560976,1.02747560195689
"613","GFAN",2004,"Midland",1.62903225806452,1.35231053065066
"614","GFAN",2004,"Upland",1.375,1.26533150983734
"615","GFAN",2005,"Lowland",1,1.20415945787923
"616","GFAN",2005,"Midland",2.24,1.20628982219661
"617","GFAN",2005,"Upland",2.29090909090909,1.57141982594094
"618","GFAN",2006,"Lowland",0.478260869565217,0.730477130336511
"619","GFAN",2006,"Midland",1.14285714285714,0.853563956930837
"620","GFAN",2006,"Upland",1.56,1.73397424048533
"621","GFAN",2007,"Lowland",0.230769230769231,0.484580038554192
"622","GFAN",2007,"Midland",2.5625,1.71236119176529
"623","GFAN",2007,"Upland",2.06,1.50387255213373
"624","GFAN",2008,"Lowland",0.746835443037975,1.30549484114881
"625","GFAN",2008,"Midland",1.81914893617021,1.51666559818547
"626","GFAN",2008,"Upland",1.52747252747253,1.30248189870689
"627","GFAN",2009,"Lowland",0.714285714285714,1.10003819643385
"628","GFAN",2009,"Midland",1.41379310344828,1.35121105859295
"629","GFAN",2009,"Upland",1.98412698412698,1.34993504613231
"630","GFAN",2010,"Lowland",0.586206896551724,0.77998357946591
"631","GFAN",2010,"Midland",2.08163265306122,1.4554027892345
"632","GFAN",2010,"Upland",2.67741935483871,1.79605302026775
"633","GFAN",2011,"Lowland",0,0
"634","GFAN",2011,"Midland",1.08,1.49777612924406
"635","GFAN",2011,"Upland",2.05405405405405,1.52654195170992
"636","GFAN",2012,"Lowland",0.473684210526316,0.892516699980429
"637","GFAN",2012,"Midland",2.23684210526316,1.93731788021224
"638","GFAN",2012,"Upland",2.18421052631579,1.71044264302774
"639","GFAN",2013,"Lowland",0.272727272727273,0.646669790682863
"640","GFAN",2013,"Midland",1.02564102564103,1.44162151918886
"641","GFAN",2013,"Upland",2.69642857142857,1.80826026744083
"642","GFAN",2014,"Lowland",0.363636363636364,0.504524979109513
"643","GFAN",2014,"Midland",1.55102040816327,1.68400841854829
"644","GFAN",2014,"Upland",3.05882352941176,1.74894926439041
"645","GFAN",2015,"Lowland",0.166666666666667,0.408248290463863
"646","GFAN",2015,"Midland",0.714285714285714,0.825420305855557
"647","GFAN",2015,"Upland",1.80555555555556,1.4505062061116
"648","GFAN",2016,"Lowland",0.181818181818182,0.404519917477945
"649","GFAN",2016,"Midland",1.54166666666667,1.66757221776128
"650","GFAN",2016,"Upland",1.64285714285714,0.928782731664065
"651","GHE",2000,"Lowland",2.7,2.66874918683308
"652","GHE",2000,"Midland",0,0
"653","GHE",2000,"Upland",0,0
"654","GHE",2001,"Midland",0.125,0.612372435695794
"655","GHE",2001,"Upland",0,0
"656","GHE",2002,"Lowland",2.5,0.577350269189626
"657","GHE",2002,"Midland",0,0
"658","GHE",2002,"Upland",0,0
"659","GHE",2003,"Lowland",5,2.44948974278318
"660","GHE",2003,"Midland",0.121212121212121,0.331433982639808
"661","GHE",2003,"Upland",0.09375,0.39015092199748
"662","GHE",2004,"Lowland",3.53658536585366,2.04393183157582
"663","GHE",2004,"Midland",1.25,1.98213566352505
"664","GHE",2004,"Upland",0,0
"665","GHE",2005,"Lowland",3.39024390243902,1.88252554804029
"666","GHE",2005,"Midland",0.946666666666667,1.65948000104668
"667","GHE",2005,"Upland",0,0
"668","GHE",2006,"Lowland",4,1.85864075456917
"669","GHE",2006,"Midland",1.47619047619048,2.1591444513753
"670","GHE",2006,"Upland",0,0
"671","GHE",2007,"Lowland",2.94871794871795,1.65352443281995
"672","GHE",2007,"Midland",0.583333333333333,1.16387711081455
"673","GHE",2007,"Upland",0,0
"674","GHE",2008,"Lowland",3.58227848101266,2.10985231550669
"675","GHE",2008,"Midland",0.531914893617021,1.39663287607319
"676","GHE",2008,"Upland",0.0659340659340659,0.628970902033151
"677","GHE",2009,"Lowland",3.51428571428571,1.82097951294204
"678","GHE",2009,"Midland",0.793103448275862,1.38612954369991
"679","GHE",2009,"Upland",0,0
"680","GHE",2010,"Lowland",3.03448275862069,1.84163666768544
"681","GHE",2010,"Midland",0.938775510204082,1.53308190781002
"682","GHE",2010,"Upland",0,0
"683","GHE",2011,"Lowland",4.33333333333333,3.2659863237109
"684","GHE",2011,"Midland",0.28,0.737111479583199
"685","GHE",2011,"Upland",0,0
"686","GHE",2012,"Lowland",3.57894736842105,2.33228317490948
"687","GHE",2012,"Midland",0.815789473684211,1.27035349747023
"688","GHE",2012,"Upland",0.0394736842105263,0.255122949375876
"689","GHE",2013,"Lowland",3.09090909090909,0.943879807448539
"690","GHE",2013,"Midland",0.333333333333333,0.837707816583391
"691","GHE",2013,"Upland",0,0
"692","GHE",2014,"Lowland",2.54545454545455,2.46429041972071
"693","GHE",2014,"Midland",0.571428571428571,1.22474487139159
"694","GHE",2014,"Upland",0.0588235294117647,0.242535625036333
"695","GHE",2015,"Lowland",3.66666666666667,1.96638416050035
"696","GHE",2015,"Midland",1.14285714285714,1.35062053300541
"697","GHE",2015,"Upland",0.0833333333333333,0.368394198806504
"698","GHE",2016,"Lowland",1.63636363636364,1.02691063610494
"699","GHE",2016,"Midland",0.708333333333333,1.16017864691332
"700","GHE",2016,"Upland",0,0
"701","GHR",2000,"Lowland",0.9,0.994428926011753
"702","GHR",2000,"Midland",1.78,1.21705566421422
"703","GHR",2000,"Upland",3.33333333333333,1.48150997123603
"704","GHR",2001,"Midland",2.33333333333333,1.30772509631659
"705","GHR",2001,"Upland",3.17307692307692,1.42417714592898
"706","GHR",2002,"Lowland",1.5,1.73205080756888
"707","GHR",2002,"Midland",2.18181818181818,1.4709304414677
"708","GHR",2002,"Upland",2.33333333333333,0.912870929175277
"709","GHR",2003,"Lowland",NA,NA
"710","GHR",2003,"Midland",2.12121212121212,1.05349346692255
"711","GHR",2003,"Upland",2.53125,0.76133901566529
"712","GHR",2004,"Lowland",1.29268292682927,1.33784242071623
"713","GHR",2004,"Midland",2.45161290322581,1.44466970208586
"714","GHR",2004,"Upland",3.10416666666667,1.4027265749146
"715","GHR",2005,"Lowland",1.53658536585366,1.45081978508031
"716","GHR",2005,"Midland",2.68,1.15267022545421
"717","GHR",2005,"Upland",3.2,1.57996718203142
"718","GHR",2006,"Lowland",1.1304347826087,0.814881353666507
"719","GHR",2006,"Midland",1.9047619047619,1.30018313728343
"720","GHR",2006,"Upland",2.68,1.54704018478297
"721","GHR",2007,"Lowland",0.846153846153846,1.13644092486521
"722","GHR",2007,"Midland",2.16666666666667,1.29373832951189
"723","GHR",2007,"Upland",2.9,1.18235323980335
"724","GHR",2008,"Lowland",0.860759493670886,1.0828994462303
"725","GHR",2008,"Midland",2.03191489361702,1.35561062430258
"726","GHR",2008,"Upland",2.74725274725275,1.37915760595941
"727","GHR",2009,"Lowland",0.971428571428571,0.923093083245744
"728","GHR",2009,"Midland",1.91379310344828,1.30161145411965
"729","GHR",2009,"Upland",2.23809523809524,1.67249365411097
"730","GHR",2010,"Lowland",0.586206896551724,0.866736134641678
"731","GHR",2010,"Midland",2.63265306122449,1.64182161981517
"732","GHR",2010,"Upland",3.32258064516129,0.944707953962265
"733","GHR",2011,"Lowland",0.166666666666667,0.408248290463863
"734","GHR",2011,"Midland",2.16,1.65025250593154
"735","GHR",2011,"Upland",2.27027027027027,1.46531469218975
"736","GHR",2012,"Lowland",0.421052631578947,0.598718403663007
"737","GHR",2012,"Midland",2.42105263157895,1.36820219280569
"738","GHR",2012,"Upland",3.10526315789474,1.91540385554184
"739","GHR",2013,"Lowland",1.36363636363636,1.80403587950613
"740","GHR",2013,"Midland",1.92307692307692,1.49357598761135
"741","GHR",2013,"Upland",2.48214285714286,1.65134734442759
"742","GHR",2014,"Lowland",1.45454545454545,1.50755672288882
"743","GHR",2014,"Midland",2.08163265306122,1.44101721441657
"744","GHR",2014,"Upland",2.58823529411765,1.22774302733775
"745","GHR",2015,"Lowland",1,2.44948974278318
"746","GHR",2015,"Midland",1,0.679366220486757
"747","GHR",2015,"Upland",1.77777777777778,1.60554594383897
"748","GHR",2016,"Lowland",0.272727272727273,0.467099366496914
"749","GHR",2016,"Midland",1.91666666666667,0.974307632279888
"750","GHR",2016,"Upland",2.92857142857143,1.32805732697661
"751","GOLDBB",2000,"Lowland",NA,NA
"752","GOLDBB",2000,"Midland",0.08,0.340467865366085
"753","GOLDBB",2000,"Upland",0.287878787878788,0.488802351598004
"754","GOLDBB",2001,"Midland",0.0416666666666667,0.204124145231932
"755","GOLDBB",2001,"Upland",0.423076923076923,0.667043633994877
"756","GOLDBB",2002,"Lowland",NA,NA
"757","GOLDBB",2002,"Midland",0,0
"758","GOLDBB",2002,"Upland",NA,NA
"759","GOLDBB",2003,"Lowland",NA,NA
"760","GOLDBB",2003,"Midland",0,0
"761","GOLDBB",2003,"Upland",0.28125,0.812577539724374
"762","GOLDBB",2004,"Lowland",NA,NA
"763","GOLDBB",2004,"Midland",0.0403225806451613,0.197512726702727
"764","GOLDBB",2004,"Upland",0.125,0.334218682391596
"765","GOLDBB",2005,"Lowland",NA,NA
"766","GOLDBB",2005,"Midland",0.04,0.197278784766429
"767","GOLDBB",2005,"Upland",0.345454545454545,0.644583753664499
"768","GOLDBB",2006,"Lowland",NA,NA
"769","GOLDBB",2006,"Midland",0,0
"770","GOLDBB",2006,"Upland",0.08,0.276887462097269
"771","GOLDBB",2007,"Lowland",NA,NA
"772","GOLDBB",2007,"Midland",0.0416666666666667,0.201940936523459
"773","GOLDBB",2007,"Upland",0.16,0.42185208743524
"774","GOLDBB",2008,"Lowland",NA,NA
"775","GOLDBB",2008,"Midland",0.0212765957446809,0.145078651583462
"776","GOLDBB",2008,"Upland",0.307692307692308,0.64450338663549
"777","GOLDBB",2009,"Lowland",NA,NA
"778","GOLDBB",2009,"Midland",0.0689655172413793,0.4130362103627
"779","GOLDBB",2009,"Upland",0.26984126984127,0.74501243129592
"780","GOLDBB",2010,"Lowland",NA,NA
"781","GOLDBB",2010,"Midland",0,0
"782","GOLDBB",2010,"Upland",0.354838709677419,0.754912228751316
"783","GOLDBB",2011,"Lowland",NA,NA
"784","GOLDBB",2011,"Midland",0,0
"785","GOLDBB",2011,"Upland",0.162162162162162,0.441809003071684
"786","GOLDBB",2012,"Lowland",NA,NA
"787","GOLDBB",2012,"Midland",0,0
"788","GOLDBB",2012,"Upland",0.105263157894737,0.349435635214691
"789","GOLDBB",2013,"Lowland",NA,NA
"790","GOLDBB",2013,"Midland",0,0
"791","GOLDBB",2013,"Upland",0.232142857142857,0.504203113061373
"792","GOLDBB",2014,"Lowland",NA,NA
"793","GOLDBB",2014,"Midland",0,0
"794","GOLDBB",2014,"Upland",0.176470588235294,0.528594139870924
"795","GOLDBB",2015,"Lowland",NA,NA
"796","GOLDBB",2015,"Midland",0,0
"797","GOLDBB",2015,"Upland",0.416666666666667,0.840917865872082
"798","GOLDBB",2016,"Lowland",NA,NA
"799","GOLDBB",2016,"Midland",0.0416666666666667,0.204124145231932
"800","GOLDBB",2016,"Upland",0,0
"801","GOLDW",2000,"Lowland",0.5,0.707106781186548
"802","GOLDW",2000,"Midland",1.64,1.39620476832807
"803","GOLDW",2000,"Upland",0.863636363636364,1.23893705851631
"804","GOLDW",2001,"Midland",3.25,2.06944647083518
"805","GOLDW",2001,"Upland",1.25,1.55771325610181
"806","GOLDW",2002,"Lowland",0,0
"807","GOLDW",2002,"Midland",1.54545454545455,2.06705763652765
"808","GOLDW",2002,"Upland",2.19047619047619,1.93956303375393
"809","GOLDW",2003,"Lowland",0,0
"810","GOLDW",2003,"Midland",1.87878787878788,1.16612541557436
"811","GOLDW",2003,"Upland",1.03125,1.0620848334989
"812","GOLDW",2004,"Lowland",0.231707317073171,0.573031369399765
"813","GOLDW",2004,"Midland",1.78225806451613,1.55422573132675
"814","GOLDW",2004,"Upland",1.60416666666667,1.42529703262361
"815","GOLDW",2005,"Lowland",0.24390243902439,0.488901207038705
"816","GOLDW",2005,"Midland",1.90666666666667,1.63718061323739
"817","GOLDW",2005,"Upland",1.78181818181818,1.62948422981594
"818","GOLDW",2006,"Lowland",0.304347826086957,0.558795995356872
"819","GOLDW",2006,"Midland",1.76190476190476,1.81396697612613
"820","GOLDW",2006,"Upland",0.84,1.02794292967395
"821","GOLDW",2007,"Lowland",0.0256410256410256,0.160128153805087
"822","GOLDW",2007,"Midland",2.3125,1.93683499225774
"823","GOLDW",2007,"Upland",1.4,1.47080430585529
"824","GOLDW",2008,"Lowland",0.20253164556962,0.585722145456382
"825","GOLDW",2008,"Midland",1.98936170212766,1.75054326959734
"826","GOLDW",2008,"Upland",1.31868131868132,1.43665600057232
"827","GOLDW",2009,"Lowland",0.142857142857143,0.601119403958254
"828","GOLDW",2009,"Midland",1.20689655172414,1.38612954369991
"829","GOLDW",2009,"Upland",1.88888888888889,1.40403923195705
"830","GOLDW",2010,"Lowland",0.379310344827586,0.727706431362473
"831","GOLDW",2010,"Midland",2.6734693877551,1.84150928930186
"832","GOLDW",2010,"Upland",2.93548387096774,1.93107023644002
"833","GOLDW",2011,"Lowland",0,0
"834","GOLDW",2011,"Midland",2.2,2.3094010767585
"835","GOLDW",2011,"Upland",3.59459459459459,1.92150779134309
"836","GOLDW",2012,"Lowland",0.105263157894737,0.311011747775905
"837","GOLDW",2012,"Midland",1.18421052631579,1.35278018345593
"838","GOLDW",2012,"Upland",1.52631578947368,2.00315540559073
"839","GOLDW",2013,"Lowland",0,0
"840","GOLDW",2013,"Midland",1.1025641025641,1.44722732719231
"841","GOLDW",2013,"Upland",1.60714285714286,1.54541634788548
"842","GOLDW",2014,"Lowland",0.181818181818182,0.404519917477945
"843","GOLDW",2014,"Midland",1.24489795918367,1.63974861189271
"844","GOLDW",2014,"Upland",1.82352941176471,1.81091462104261
"845","GOLDW",2015,"Lowland",0,0
"846","GOLDW",2015,"Midland",2.21428571428571,1.57765997255777
"847","GOLDW",2015,"Upland",1.86111111111111,1.37638818813751
"848","GOLDW",2016,"Lowland",0,0
"849","GOLDW",2016,"Midland",1.16666666666667,1.09014026487487
"850","GOLDW",2016,"Upland",1.35714285714286,1.44686094473747
"851","LBSW",2000,"Lowland",2.9,2.51440295541948
"852","LBSW",2000,"Midland",1.94,2.33351797131477
"853","LBSW",2000,"Upland",1.43939393939394,1.60890586691021
"854","LBSW",2001,"Midland",3.29166666666667,2.45798020062544
"855","LBSW",2001,"Upland",1.63461538461538,1.73802734870793
"856","LBSW",2002,"Lowland",2.25,1.70782512765993
"857","LBSW",2002,"Midland",2.36363636363636,1.68954001270922
"858","LBSW",2002,"Upland",0.666666666666667,1.15470053837925
"859","LBSW",2003,"Lowland",NA,NA
"860","LBSW",2003,"Midland",3.12121212121212,3.29542842204902
"861","LBSW",2003,"Upland",2.21875,2.82539606130288
"862","LBSW",2004,"Lowland",1.47560975609756,2.02591609978312
"863","LBSW",2004,"Midland",2.25806451612903,2.53390334112122
"864","LBSW",2004,"Upland",1.77083333333333,2.26198541422892
"865","LBSW",2005,"Lowland",1.51219512195122,2.03865091689961
"866","LBSW",2005,"Midland",2.90666666666667,2.67709671974078
"867","LBSW",2005,"Upland",2.54545454545455,2.62338614812133
"868","LBSW",2006,"Lowland",2.43478260869565,2.42760800633279
"869","LBSW",2006,"Midland",1.19047619047619,1.4359334113756
"870","LBSW",2006,"Upland",0.88,1.26885775404495
"871","LBSW",2007,"Lowland",0.846153846153846,1.5650535813673
"872","LBSW",2007,"Midland",1.6875,2.41587172056232
"873","LBSW",2007,"Upland",1.36,1.73511159436445
"874","LBSW",2008,"Lowland",1.29113924050633,1.75522588753156
"875","LBSW",2008,"Midland",1.56382978723404,1.85819030148221
"876","LBSW",2008,"Upland",0.934065934065934,1.44377743592746
"877","LBSW",2009,"Lowland",1.14285714285714,1.66526551747686
"878","LBSW",2009,"Midland",1.48275862068966,2.09629061958653
"879","LBSW",2009,"Upland",1.33333333333333,1.79605302026775
"880","LBSW",2010,"Lowland",2.13793103448276,2.87506693004124
"881","LBSW",2010,"Midland",2.10204081632653,2.0129259172407
"882","LBSW",2010,"Upland",1.48387096774194,1.76769091834396
"883","LBSW",2011,"Lowland",NA,NA
"884","LBSW",2011,"Midland",1.52,1.75878746110306
"885","LBSW",2011,"Upland",0.783783783783784,1.43633668165339
"886","LBSW",2012,"Lowland",0.578947368421053,1.26558562338864
"887","LBSW",2012,"Midland",0.631578947368421,1.07605517369794
"888","LBSW",2012,"Upland",0.605263157894737,1.00768973225454
"889","LBSW",2013,"Lowland",0.727272727272727,1.42062726222673
"890","LBSW",2013,"Midland",1.84615384615385,2.14645928202533
"891","LBSW",2013,"Upland",1.48214285714286,1.79889937490649
"892","LBSW",2014,"Lowland",1.36363636363636,1.5015143870591
"893","LBSW",2014,"Midland",1.85714285714286,2.05142227084853
"894","LBSW",2014,"Upland",0.647058823529412,0.931475742477242
"895","LBSW",2015,"Lowland",1,1.09544511501033
"896","LBSW",2015,"Midland",1.5,1.45443618470685
"897","LBSW",2015,"Upland",0.694444444444444,1.14191429361763
"898","LBSW",2016,"Lowland",1,1.09544511501033
"899","LBSW",2016,"Midland",1.08333333333333,1.05980583400786
"900","LBSW",2016,"Upland",1.21428571428571,1.3114039117603
"901","LEWHE",2000,"Lowland",0.3,0.674948557710553
"902","LEWHE",2000,"Midland",1.84,1.05675668622325
"903","LEWHE",2000,"Upland",1.33333333333333,1.40694249331207
"904","LEWHE",2001,"Midland",1.75,1.510830465556
"905","LEWHE",2001,"Upland",1.40384615384615,1.45870766581198
"906","LEWHE",2002,"Lowland",0,0
"907","LEWHE",2002,"Midland",1,1.09544511501033
"908","LEWHE",2002,"Upland",1.38095238095238,1.4309504001254
"909","LEWHE",2003,"Lowland",0,0
"910","LEWHE",2003,"Midland",2,1.22474487139159
"911","LEWHE",2003,"Upland",1.78125,1.33765261414503
"912","LEWHE",2004,"Lowland",0.0975609756097561,0.433468813509641
"913","LEWHE",2004,"Midland",2.74193548387097,1.90792513932472
"914","LEWHE",2004,"Upland",1.8125,1.4240525032157
"915","LEWHE",2005,"Lowland",0.170731707317073,0.803194840135015
"916","LEWHE",2005,"Midland",2.89333333333333,1.5817654636456
"917","LEWHE",2005,"Upland",2.72727272727273,1.61537228199187
"918","LEWHE",2006,"Lowland",0,0
"919","LEWHE",2006,"Midland",1.95238095238095,1.39557122627942
"920","LEWHE",2006,"Upland",1.64,1.43990740443035
"921","LEWHE",2007,"Lowland",0,0
"922","LEWHE",2007,"Midland",1.29166666666667,1.36768687055427
"923","LEWHE",2007,"Upland",1.16,1.16689016323784
"924","LEWHE",2008,"Lowland",0,0
"925","LEWHE",2008,"Midland",2.12765957446809,1.71792599733711
"926","LEWHE",2008,"Upland",1.52747252747253,1.47829225302306
"927","LEWHE",2009,"Lowland",0,0
"928","LEWHE",2009,"Midland",1.89655172413793,1.45926748233385
"929","LEWHE",2009,"Upland",2.31746031746032,1.42359604665265
"930","LEWHE",2010,"Lowland",0.0689655172413793,0.257880714777564
"931","LEWHE",2010,"Midland",2.06122448979592,1.53308190781002
"932","LEWHE",2010,"Upland",1.83870967741935,1.67524673194823
"933","LEWHE",2011,"Lowland",0,0
"934","LEWHE",2011,"Midland",NA,NA
"935","LEWHE",2011,"Upland",1.78378378378378,1.47450811261728
"936","LEWHE",2012,"Lowland",0,0
"937","LEWHE",2012,"Midland",2.92105263157895,2.36393600941618
"938","LEWHE",2012,"Upland",2.17105263157895,1.90009233385985
"939","LEWHE",2013,"Lowland",0,0
"940","LEWHE",2013,"Midland",2.02564102564103,1.70891131067305
"941","LEWHE",2013,"Upland",2.21428571428571,1.47357679522601
"942","LEWHE",2014,"Lowland",0,0
"943","LEWHE",2014,"Midland",2.08163265306122,1.53889482386275
"944","LEWHE",2014,"Upland",1.47058823529412,1.00732610526728
"945","LEWHE",2015,"Lowland",0,0
"946","LEWHE",2015,"Midland",2.42857142857143,1.50457178749844
"947","LEWHE",2015,"Upland",1.75,1.29559693908693
"948","LEWHE",2016,"Lowland",0,0
"949","LEWHE",2016,"Midland",1.95833333333333,1.3666578295932
